0,1,2,3,4
3902,0.092857143,,not incel,"In ohio, requir provid state ID state driver licence. peopl country, either studies, ""green card"" work permit obtain either state identifications. onc obtain them, get onlin regist vote state identif number accur legal state. I think vote, voter present proper identif ss# prove citizenship. thi whole issu voter fraud get control. We ca not properli vent illeg legal state id's. I know fact I work bmv ohio I saw first hand"
3903,-0.208333333,,not incel,imagin that!!! anoth bite dust.
3904,0,,not incel,
3905,0,,not incel,[[photo]]
3906,0,,not incel,"ha! she all offend stern' sexist talk her, she? all giggles."
3907,0,,not incel,"none, nada, zero haa"
3908,0.78125,,not incel,love trey!!
3909,0,,not incel,hillari clinton femal version laden saddam hussein
3910,-0.4,,incel,he' idiot too.
3911,0,,not incel,not
3912,0,,not incel,you look healthi george. ....
3913,-0.2,,not incel,"the clinton scandl sinc 70s, hype like rest.. her support could give shit, support trade"
3914,0,,not incel,like hell! they sign contract re-enlist bonu payment contract!
3915,0.119047619,,not incel,
3916,0,,not incel,scari . media speak
3917,0.1875,,not incel,"the last time republican president, senate, & congress 2001 2005, took u 2 wars, cost 6,000 US lives, $5 trillion & counting; pass biggest tax tax cut rich cost anoth $5 trillion & still counting. these gop unfund wars, tax cut we'r still pay futur gener pay it."
3918,0,,not incel,you heard doctor say wors thing crimin assault woman ? I taught medic school nearli 20 year never heard things. I never even heard anyon talk grab vagina women.
3919,0,,not incel,imagin that.
3920,-1,,incel,the medium corrupt !!!!!!!!!!!!!!
3921,0.285714286,,not incel,rush call right start. howev mani peopl longer believ fbi impartial. hillari lose landslide.
3922,0.071693122,,not incel,anoth small crowd
3923,0,,not incel,No loyalti among bunch.
3924,0,,not incel,peopl clinton foundat fact!!!!
3925,-0.020714286,,not incel,drain swamp.
3926,0,,incel,dick
3927,0,,not incel,[[photo]]
3928,0,,not incel,[[photo]]
3929,0,,not incel,that' birthday 29th octob
3930,-0.25,,not incel,corrupt never end administr
3931,-0.333333333,,not incel,go hell stay america.
3932,0,,not incel,bugger nasti piec works!!!!!
3933,0,,not incel,"bye,by cnn, msnbc, abc, nbc..."
3934,0.083333333,,not incel,"funny, none comment congress cut fund embassi secur twice happened. memori loss?"
3935,0,,not incel,[perdient u
3936,0,,not incel,wear winter coat ?
3937,0,,not incel,[[photo]]
3938,0,,not incel,jill macdiarmid. charlott shoot macdiarmid
3939,0,,not incel,god I hope
3940,0.25,,not incel,"despit still crush trump elector colleg trump get votes, win popular vote hillari win elect peopl key state learn truth. He path elector vote without blue state go red. I fear worst."
3941,0.136363636,,not incel,pleas air live. hell ppv. you'll make killing.
3942,-0.075619835,,not incel,"hillari broker deal steve n privat arm dealer name marc turi. then shoulder fire missil end afghanistan use military. It juli 25th, 2012 chinook helicopt taken stingers, idiot taliban arm missil chinook explode, land anyway. An ordnanc team recov serial number missil led back cach stinger kept qatar cia. obama hillari full panic mode steve n sent retriev rest stingers. thi ""do-or-die"" mission, explain stand order given multipl commando teams. It state dept, cia suppli sworn enemies, petraeu suppli deadli weapon due potenti use commerci aircraft. then, obama threw gen. petraeu bu refus testifi ok'd BS talk point spontan upris due youtub video. obama hillari commit treason...and thi investig about, privat server, (in order delet digit evidence), obama, two week attack, told UN attack youtub video, even though everyon knew not. further...th taliban knew administr aid abet enemi without congression approv boehner creat select cmte, taliban began push obama administr releas 5 taliban generals. bow bergdahl pawn...everyon knew traitor. So traitor potu corrupt, compromised...and woman serial liar, perjur multipl time hear run potus. onli dems, hand out, palm up, support her. perhap militari aircraft call inü??becaus administr knew enemi stingers. send everyon read truth. our nation depend peopl get truth, instead pack lie fed u corrupt obama clinton corrupt new media"
3943,0.00661157,,not incel,more corrupt
3944,0.073636364,,not incel,sorri happening!!
3945,0.48828125,,not incel,you love this....even know !!! iii%4lif
3946,0,,not incel,I
3947,0.00625,,not incel,jennif norwood
3948,0,,not incel,wiki leak bed russia
3949,0.5,,not incel,I AM most certainli vote for mr. donald trump for presid
3950,0,,not incel,donald trump for presid
3951,0,,not incel,but certainli put offic presid unit state
3952,0.025,,not incel,[[photo]]
3953,0,,not incel,
3954,0.1,,not incel,"video appear, anyon direct link?"
3955,0.061904762,,not incel,put jail right next obamasuck.
3956,0,,not incel,[[photo]]
3957,-0.625,,incel,kevin colalongo sad wrote I say go lot longer 11 year ! look kennedi record . all
3958,0,,not incel,the term dic*head come mind. I bet someon stole lunch money 4th grade.
3959,0,,not incel,"what she gonna do,,, murder all OF them ??? [[photo]]"
3960,0,,not incel,they busi tri chang learn !
3961,0.2,,not incel,come folks....thes vehicl built U. S. soil. get real....
3962,0.0625,,not incel,I complet agree. anoth major coverup becuas oper complet differ set rules.
3963,0.175,,not incel,good american
3964,-0.097513228,,not incel,
3965,0.38125,,not incel,shame major networks. So much fair eye media.
3966,0,,not incel,"i'm road day, take run shore back! well I tell I trust site! not all!"
3967,0,,not incel,all aboard! [[photo]]
3968,-0.102040816,,not incel,"33,000 emails!! what spare time???!!!"
3969,0.6,,incel,hillari much money paid ever .but trump still real good shot beat ugli bitch !!
3970,0,,not incel,must read!!!
3971,0,,not incel,
3972,0.35,,not incel,sold out america muslim -- hillari execut fire squad tooo good
3973,0,,not incel,[[sticker]]
3974,0,,not incel,kill self saw affair [[sticker]]
3975,0.8,,not incel,how trump win 16 states' vote machin rig soros?
3976,0,,not incel,befor I paid $30.00 week. now I pay$114.00 week .thank obamacare.
3977,0,,not incel,"well done list, mari mullaney"
3978,-1,,incel,"thi guy asshole, talk trump whining? fuck dude, stop bitching, cat' outta bag maaaaann! and know this, smokey!!!!!!"
3979,0,,not incel,jadi santiago
3980,0,,not incel,parachut money
3981,-0.4375,,not incel,disgusting... :(
3982,-0.162760417,,not incel,To what? vote??? So give up? just like that.... turn coat & run? are american? Bc fight. fight vote!! what everyon said that? what brit done euro?? but & they.beat odd even vegas! onli coward give up! pleas need you!
3983,0.151041667,,not incel,arrest elect offici
3984,0.022027417,,not incel,"america, open eye truli go on, keep head sand ""want"" believ it, will stand it, feed it. I ""want"" believ it, america. No ""wants"" believ it, make easier go daili lives. when someth outrag hard wrap arm around ""want"" true, fight piec mind. it' emot easier deni it. but ca not let emot overrul reason situation. reason reli truth enough evid establish widespread corrupt coverup go on. mani peopl ask, ""then charg filed?"" corruption' greatest accomplish surround enough ""right"" peopl make power enough get it. it' accomplishment, that domin power over us, scare most. america, go here? GO vote! http://www.philly.com/philly/news/politics/presidential/fbi-official-at-center-of-alleged-clinton-email-quid-pro-quo-speaks-out.html"
3985,0.071753247,,not incel,what trump mercilessli mocking?
3986,0.219444444,,not incel,"i'm disappoint AC too, I love trust I saw way act debate. cnn asham themselves."
3987,0,,not incel,thank
3988,0,,not incel,"naaaaaaa, I wish I ca not believ"
3989,0,,not incel,god bless america...
3990,0.229166667,,not incel,"ok. WE know she' A liar! WE need TO know ""what"" lie about....without name-calling, well awar of. you get kettl black...."
3991,-0.304761905,,not incel,seriously. whi jail. whi anyon drone her? she pure evil.
3992,0.25,,not incel,We love militari veteran prayer alway fr them. god bless america.
3993,0.136363636,,not incel,whi keep put 'new breaking' item nobodi anyth them. what point see comment everyon makes?
3994,0,,not incel,
3995,0,,not incel,
3996,0,,not incel,"must watch end the fed, inform proof must trump. https://youtu.be/4hjxyd1grwq"
3997,0.225,,not incel,kiss as walmart
3998,0.9765625,,not incel,I love !!!
3999,0,,incel,nigger bastard crook
4000,0,,not incel,I hope everyon read listen this!!!!! thi bone-chilling!
4001,-0.1953125,,not incel,hillari not fit presid !!!
4002,0,,not incel,amen!!
4003,0,,not incel,It time give whistleblow protection. I like truth.
4004,0.5,,not incel,I alway love dude.
4005,0.144494048,,not incel,SO true ---- and SO mani american won't listen!
4006,0.175,,incel,she sold soul devil sound like long burn hell. then chelsi bill spend money.
4007,0.575,,not incel,her parent must proud her. I guess true appl fall tree. hillari mother must roll grave.
4008,0,,not incel,????
4009,0.762939453,,not incel,toooooooooooooooooooooooooooooooooooooo funny!!!!!
4010,0,,not incel,they'v years. No surprise.
4011,0,,not incel,Go get lkife doctpr. upi meed both!
4012,0,,not incel,vedio
4013,0,,not incel,angela king ye change! vote trump!! ????????????????
4014,0.7,,not incel,paul harvey wise ü??
4015,0,,not incel,[[photo]]
4016,0.3,,not incel,both candid best could deserv thumb up. the medium much.
4017,0.09469697,,not incel,donald trump command chief 2016.
4018,0,,not incel,I agre donna dougla mike -pence!!
4019,0.124829346,,not incel,mark birmel
4020,0,,not incel,crazi crimin mindset.
4021,0,,not incel,"He chime publicity... ????sorri bob, jump ship embarrass yourself."
4022,0,,not incel,"thank sir, wonder job. We pray you!"
4023,0.8,,not incel,great. thank mike.
4024,0,,not incel,scari thought
4025,0.625,,not incel,"anna, obviou thought! love it!"
4026,-0.15,,not incel,thi let know common sinc
4027,0,,not incel,"trey, you are our hero!!! thank you for be the voic OF the people.......god BE with you.........go gowdy!!!"
4028,0.203125,,not incel,absolutely!!
4029,0,,not incel,that it---sh doesnt realli feel anyth all. her stare flatlined. just runaway train.
4030,0,,not incel,????????ü?????????????
4031,0,,not incel,"thank you, thank you."
4032,0,,not incel,stop talk
4033,0,,not incel,dirt! never end. I hope so. soon.
4034,0.4,,not incel,let' stand america ????????????????????????????????????????????????let divid
4035,0.125,,not incel,the media like TO make UP their own lie everi american need TO vote trump
4036,0,,not incel,ye .. thank .. god bless america ...
4037,0,,not incel,He integr
4038,0,,not incel,---come neighborhood soon!
4039,0.144444444,,not incel,treyi johnson
4040,0,,not incel,cnn dont listen
4041,0,,not incel,
4042,0.044689338,,not incel,[[photo]]
4043,-0.8,,incel,Oh lord i'm again. stupid sheepl
4044,0,,not incel,marlen prang ????
4045,0,,not incel,anyon surpris this?? noooooo
4046,-0.4,,incel,about time....wait ani longer and WE will all BE fuck
4047,1,,not incel,good soldier! peopl br grossli ignorant!
4048,0,,not incel,what' your'
4049,0,,not incel,brian eppard
4050,0.75,,incel,So assault okay trump bill.....yal cray cray lol guess woman lie like one said bill cosbi assault rape them. none get damn pass!
4051,0.68359375,,not incel,So true! Go trump! go!
4052,0,,incel,whi still stand front podium! prison? hell go on?
4053,0.390625,,not incel,"A pair ""liars"" DO not need run country!"
4054,0.21875,,not incel,gooooo sarah!!!! thank take stand!!!
4055,0,,not incel,it obviou anderson cooper bought sold.
4056,0.2,,not incel,Do not worri !! hillari georg soro legal fees.
4057,0,,not incel,
4058,0,,not incel,jon hoyt
4059,0,,not incel,[[photo]]
4060,0,,not incel,AW god ble you trey trey gowdi now
4061,0,,not incel,rememb
4062,0,,not incel,shame
4063,0.175,,not incel,hello... been!
4064,1,,not incel,I read true NO doubl standards! IF countri allow peopl NO doubl standards! I person want them all deported! islam IS ban usa recogn law constitut author them. it' banned! deport not import muslim refugees. I want them gone yesterday! obama guilti treason for bring them here! isi declar war ON US all non muslim countries! they must go. (angela) [[photo]]
4065,0,,not incel,fukin asshol
4066,0.087493708,,incel,"whi black hispan american consid move allegi republican party? 1. they correctli demonstr death young die polic custody. those horrend case need investig bad action ended. but intern respons polic agenc across country. black hispan around countri develop polit entiti repres democrat republican parti ensur goal achieved. 2. plan parenthood came ""cost mitigation"" methodolog eas welfar cost minor popul trap inner cities. An entir gener unborn minor babi kill guis ""A woman' right To chose"", anyon look massiv number abort among young black hispan femal realiz even higher percentag black male imprisonment. kill unborn minor babi simpl ""cost mitigation"". It far cheaper simpl medic procedure, pay medic cost welfar cost young woman case live environ poverty, crime, drugs, misery. 3. black histor forc live inner citi slum ghetto decad hope decent education, job, abil home. hispan herd ""sanctuari cities"" exact reasons. even now, ""sanctuari cities"" becom hispan version live condit forc upon black society. 4. simpli consid republican polit parti elect cycle. believ life everi american better continu cri travesti democrat parti reap entir populations. the babi black & hispan woman slaughter justifi expens mitig cost live full life american. your babi innocent! 5. the democrat parti want ""cost mitigate"" life unborn minor country. they expect minor vote politicians, time, noth better life black hispan american jobs, better education, safe healthi live conditions, opportun thrive live life manner everi citizen deserves."
4067,0.079394222,,not incel,
4068,0,,not incel,what expect dirti muslim bastard
4069,0,,not incel,these video money shot baby!
4070,0.216666667,,not incel,go happen obama pardon blind still follow
4071,0,,not incel,"hang all,report included..."
4072,0.175,,not incel,true american fighter justic
4073,0,,not incel,I know boy i'v ever known said could walk grab woman' pussi get away
4074,0.35,,not incel,"lol guy spent time money jfk assassin 9/11 committee, found nothing. you guy spoon fed people' polit agenda. 100 internet point give timelin event benghazi hillari clinton could save guys. I think heard guilti research whatsoev except mayb listen rush limbaugh, alex jone quack."
4075,0,,not incel,did I see john kasick stand crowd?
4076,0,,not incel,gitmo !!!!!!!!!!!!!!!!!!!!!
4077,0.41547619,,not incel,We cannot go back examin happen eleven year ago continu go back examin happen 21 year ago bill clinton. seem fair right?
4078,0,,not incel,
4079,0.125,,not incel,they better vote...
4080,0,,not incel,while it...
4081,0,,not incel,excel news????
4082,0,,not incel,obama america
4083,0,,not incel,resign charg tri hand running.
4084,0.136363636,,not incel,clinton new network
4085,0,,not incel,it' colin cuposhit
4086,0,,not incel,
4087,0.25,,not incel,bring IT we'r ready! [[photo]]
4088,0,,not incel,#mittenspuppet
4089,-0.714285714,,incel,sick.
4090,0,,not incel,these woman bought paid killary' klinton So call donor foundation. they arrested.
4091,0,,not incel,nobodi die 9/11 medium hoax
4092,0,,not incel,????????????????????????
4093,0,,not incel,nuke codes?
4094,-0.052380952,,not incel,end fed... get point
4095,0,,not incel,[[photo]]
4096,0,,not incel,petey hop andrew hopkinson
4097,0,,not incel,cheryl roberson
4098,0.055555556,,not incel,bye ????
4099,0,,not incel,We see
4100,0,,not incel,"ami savino, interest"
4101,0.5,,not incel,the evid overwhelming.
4102,0,,not incel,what pussi
4103,-0.46875,,not incel,duh!!
4104,0,,not incel,chad tifft
4105,-0.9765625,,incel,the corrupt stop!!!
4106,0.35,,not incel,"So true, must vote trump. the demo crook hell."
4107,0,,incel,"lester holt made fool self , lost respect , He bia hell !!!!!!!!!"
4108,0,,not incel,
4109,0,,not incel,anoth has-been trump.
4110,0.125,,not incel,baerbel kavanaugh
4111,-0.039166667,,not incel,nothing' dull excit states. wait bitter hang em' high.ü? ???
4112,0.732421875,,not incel,"yeah I believ anyth say anyways. here wax poetic clinton , lmfao !!! https://youtu.be/wwt_5jwb8_a"
4113,0.425,,not incel,"sure, sure, sure. how much ""thi end"" BS endur realli end?"
4114,0,,not incel,He give hope.
4115,0,,not incel,[[photo]]
4116,-0.2,,not incel,what expect antichrist band.it get wors everyday
4117,0.318181818,,not incel,yet anoth DO AS your told ( onli ) So call new station just look state Of most think eveal ..
4118,0,,not incel,wont anyth get away murder
4119,0,,not incel,"end 1st amenment, obama' america."
4120,0,,not incel,
4121,0.2,,not incel,she real conserv I alway lover
4122,0.383333333,,not incel,would replac obama? biden better...
4123,0.285714286,,not incel,how mani agent secur clearanc need even look emails? may possibl right number qualifi people. rememb suppos book. not like go maid look like hillari did. Oh wait law too. hmmm
4124,0.136666667,,incel,"thank for join our movement I knew you would onc you have seen what WE all have been see with your own eye , WE are not conspiraci theorist , hell most OF US are sane american patriot that are demand account from everi one , law IS law and NO one IS abov IT . ever sinc WE were all young kid WE have alway want TO clean UP the rabid lawless IN govern , never would WE have imagin that IT would get A million fold thi bad , they have rob the nation not onli OF money but OF thought AS they are control A corrupt media . they are tri TO kill our american ideolog , and they have caus the biggest form OF genocid against man kind IN north africa , iraq and syria sinc PO pot IN cambodia . WE will spread the word and our demand will soon sound like thunder , WE have you TO help hope and demand these bastard uphold the constitut and abid BY law , someth obama ha never done."
4125,0,,incel,mayb consid fuckin douche!!!
4126,0,,not incel,agre
4127,-0.075,,incel,"exactli eddie. idiots. they anyth justifi him. If husband talk touch women' pussi bigger problems. amaz christian evangel say okay too, tell lot."
4128,0.35,,not incel,true fool seeya as
4129,-0.03125,,not incel,"fact: the jerusalem embassi act 1995[1] public law unit state pass 104th congress octob 23, 1995. It pass purpos initi fund reloc embassi unit state israel tel aviv jerusalem, later may 31, 1999, attempt withhold 50 percent fund appropri state depart specif ""acquisit mainten build abroad"" alloc fiscal year 1999 unit state embassi jerusalem offici opened.[2] the act call jerusalem remain undivid citi recogn capit state israel. israel' declar capit jerusalem, intern recognized, pend final statu talk israeliü??palestinian conflict. the unit state withheld recognit citi israel' capital. the propos law adopt senat (93ü??5),[3] hous (374ü??37).[4] sinc passage, law never implemented, opposit presid clinton, bush, obama, view congression infring execut branch' constitut author foreign policy; consist claim presidenti waiver nation secur interests."
4130,0.283333333,,not incel,kevin leak sr. you sound butt hurt
4131,0,,not incel,"or, would olden days."
4132,0,,not incel,thi countri joke. So article.
4133,-0.25,,incel,DO IT just fuck DO IT put the bitch IN jail
4134,0.366666667,,not incel,thi may good kenya usa.
4135,0,,not incel,howard
4136,0.182142857,,not incel,"yes, kind I glad right side things. He great american public servant."
4137,0,,incel,rot In hell hillari
4138,0,,not incel,
4139,0,,not incel,lies: http://endingthefed.com/ny-times-gets-punked-fake-groping-victim-used-velvet-underground-song-to-describe-trumped-up-attack.html
4140,0.8,,not incel,lol
4141,-0.390625,,not incel,thi big! undercov investig hillari clinton' corrupt campaign! https://www.facebook.com/sir.blomberg/posts/1297344096942345 spread around!
4142,0,,not incel,let go. No loss.
4143,-0.438095238,,incel,i'm sick OF read thi bull shit. fuck just DO it.
4144,0.011309524,,not incel,better fact check soro pawn
4145,0.136904762,,not incel,"I mention wbal, nbc affili baltimor week now. everi stori trump women. I call text station mission reads, twist word fact clinton many, mani wiki leak email would much interesting. whi clinton ralli void peopl faked....green screen. whi wbal show tight shot trump ralli 10-25 thousand peopl there."
4146,-0.08452381,,not incel,and america (australia)
4147,0,,not incel,yep.....
4148,0.057889996,,not incel,"ok.people...y need TO listen TO ME and share thi SO the world understand """"""what wa announced"""""" HE said...""""h hasn't chang hi mind about juli decision...h did not say HE hasn't chang hi mind about novemb investigation!!!!"""""" now...don't let thi fool all OF you, thi paid for play announc wa ""strictly"" TO throw you all off becaus the ly crook want their vote.."""" now..th new 650,000 email have not all been look at..so their IS NO way they could possibl make A decis yet!!!!... DO not let thi fool you!!! again..their IS classified, top secret info WE all have and the announc onli pertain TO the """"juli """" decision..not november. she will shill BE go TO prison!!!!"
4149,0.019046009,,not incel,"Do not let simpl mind brainwash idiot distract US goal nonsense. trump for president. check repost? look, listen, + learn! mayb america? here repost say all. thank clara. I not sure wrote but I think good enough TO share*****and exactli I doing*******i hope reach millions******** please....tak time TO read the entir *story*...... subject: the rowboat come for you... ****************************************************** even youü??r religious, youü??ll get point. ****************************************************** you hate hillary? read it. ****************************************************** you hate trump? read it. ****************************************************** ****************************************************** you think there' choice? read it. and, read grown-up on. ****************************************************** we'v dealt huge respons election. the first step toward accept respons accept it, first step toward accept recogn it. ***************************************************** ***************************************************** read this. read everi singl word. it'll three minutes. Be sure read (take minut read it!) *********************************************************************** are sicken despond current campaign upcom presidenti election? I consid conserv truli believ countri political/economic/moral/ social crossroads. I need let know I could/would never vote hillari clinton lead country. To me, repres everyth wrong current polit structure. On flip side, I look listen donald trump I cring crude statement makes. If find similar state mind, pleas read follow article: A messag for christian about donald trump here' famou joke god talk us. ""A deepli faith christian stuck roof home massiv flood 2nd floor. rowboat comes. He say ""no, i'm wait god. I pray I know he' coming."" 2nd rowboat. ""no, i'm wait god."" 3rd rowboat. ""no, i'm wait god."" water rises. the drowns. now he' meet god heaven. the religi says, ""where god? I prayed. I faithful. I ask save me. whi would abandon me?"" god says, ""hey, I sent 3 rowboats."" did ever consid trump rowboat? mayb god tri tell u someth important--that time ""nice christian guy"" ""gentleman"" typic republican powder puff. mayb time natur born killer, ruthless fighter, warrior. becaus right need miracle, america finished. mayb rule gentleman appli here. mayb gentleman ""all-around nice christian"" would lead u slaughter. Or anoth mitt romney, bob dole, john mccain, gerald ford paul ryan? did win? did lead gop ""the promis land?"" did chang direct america ? no, win, say. paul ryan even deliv state, wisconsin ! and leader house, paul ryan roll obama like roll scrap food, steak bone. nice, obedient. I mean paul ryan...not dog. My actual pretti good defend loyal. mayb god knock loudly, listening. mayb god understand need ""war leader"" moment time. mayb god understand win election, america dead. it' over. the greatest nation world histori gone. finished. kaput. adios. and last breath, mayb need save u last second, someon different. someon ever experienc before-- rais rough tumbl new york noth good get accomplish unless combative, aggressive, outrageous, offens times, mayb tad arrog too. someon person never seen stage church. maybe, maybe, nice gentlemanli christian would beat hillari billion dollars, best friend medium unleash dog hell upon gop nominee. I guess think god nice gentlemanly. really? then miss whole point bible. when necessary, god pretti tough. when necessary, god strike pain, death destruction. when necessary, god inflict vengeance. mayb think god possibl associ someon like trump. trump vicious, rude crude. when wwii, god ""nice?"" were gentlemanli defeat hitler? were gentlemanli firebomb germany? were gentlemanli drop atom bomb japan ? Is god ever ""nice"" battlefield? Or send u viciou sob' like gener georg S. patton good guy defeat evil? it' pretti clear god send uniqu peopl ""war leaders."" that' differ role pastor church leader. god understand that. and mayb time re-defin ""nice."" mayb mitt romney paul ryan nice all--becaus led u defeat. and lose would mean america . and god ca not allow that. mayb romney ryan mean well, road hell pave good intentions. Or mayb they'r jealou chanc blew it. mayb they'd rather help elect hillari allow trump victori would make look weak, feckless incompetent. ""even youth shall faint weary, and young shall utterli fall, but wait lord shall renew strength; they shall mount wing like eagles, they shall run weary, they shall walk faint."" (isiah 40:30-31) god miracles. We need ""nice guy"" ""gentleman"" right now. it' 4th quarter we'r lose 14-0. We need miracle. So let repeat messag christians: ""you'r miss the boat."" ************************************************************************ I believ trump miracle. I believ trump rowboat. except he' like battleship! ************************************************************************ No say trump perfect. No say trump perfect conservative. but patriot. He warrior. He capitalist. He right man, right time. yes, he' bit rude crude offensive. but may make perfect warrior save america , american exceptionalism, capit judeo-christian values. the choic easi christians. ************************************************************************ ************************************************************************ it' trump...or american dream. ************************************************************************ If anyth articl strike posit chord you, pleas pa on. [[photo]]"
4150,0,,not incel,
4151,0,,not incel,"hillari got ""paid"" bring refuge"
4152,0,,not incel,"So hillari peopl trump?her not.just go websit tri join,first have make donat join,so word pay listen lie bull....and ca not move next page [[photo]]"
4153,0,,not incel,now someon DO someth lock her UP
4154,0.06,,not incel,uhg coupl satan swindler
4155,0,,not incel,If illeg vote
4156,-0.375,,incel,there' knowledg word here' dumb as oath ask email ca not recall. need say who' dumb as denis walton
4157,0,,not incel,ye
4158,-0.05625,,not incel,putin care much russia. He know mean day that' happen.
4159,0.2,,not incel,hi reason IS becaus HE now think trump ha A chanc and IF trump win HE would BE IN big troubl
4160,0,,not incel,bird cage liner.
4161,0.25,,not incel,bird feather flock together...alway tri duck issue. bird brain idea really...quack up...look out! it' duck dynasty! d'oh! too late...semp fri duck commandoes! ;)
4162,0,,not incel,everyon should watch thi !!!!!!!
4163,0.075,,not incel,she scott free usual. No justic here.
4164,0,,not incel,
4165,0.2,,not incel,lester holt real heel bia easi stuff clinton break trump ball
4166,0.468181818,,not incel,So what' new?..... everi elect
4167,0,,not incel,gorilla need banana ????
4168,-0.3,,not incel,she tri kill wrong person?
4169,0,,not incel,[[photo]]
4170,0,,not incel,troll traitor
4171,0,,not incel,jrerk
4172,0,,not incel,
4173,0.166666667,,not incel,more cover mishandl crisi
4174,0,,not incel,screw as
4175,0,,not incel,Ya think. mslsd
4176,0.2,,not incel,rage much?
4177,0.333333333,,not incel,we. need jane fonda adjoin cells.
4178,0,,not incel,yea yea yea
4179,-0.291666667,,incel,carl samuelson dirti dick mouth. it' hard understand
4180,0.7,,incel,you'r go damn thing suck good dick
4181,0,,not incel,
4182,0,,not incel,kleptomaniac?
4183,0.142857143,,not incel,"#ricohillari one goes, they, go. drain swamp!"
4184,-0.011479592,,not incel,Ca not wait thing whitehous
4185,0,,not incel,"obama scumbag, go."
4186,-0.022619048,,not incel,"yo! not gonna get argument me... you go post pro hillari post screen shot responses. you know, entertain comed valu ????"
4187,0,,not incel,derp!
4188,0,,not incel,
4189,0,,not incel,nope!
4190,0,,not incel,[[photo]]
4191,0.8,,not incel,"thank you mr. trump, provid flesh. we'r gonna win."
4192,0,,not incel,"hey! whi not, slimi parents.. just nasti mom..."
4193,0.117857143,,not incel,"I Am staunch trump support anonymo follow fake video sorri barr bad news. real videos, proof start video completli diffrent. #trump2016 never let hillari win go vote. https://www.youtube.com/user/anonymousworldvoc"
4194,0,,not incel,dutch singer tri tell peopl vote!! [[photo]]
4195,0,,not incel,pussi today could surviv basic training. ;>{ ()
4196,0.7,,not incel,"take time read this, choos wisely. ????"
4197,0.367857143,,not incel,"hillari I have one question for you... when you get A life sentenc and NO one answer your letters, what will you do. when you do't have anyon TO protect you, TO stand UP for you, what will you do? what I guess i'm realli ask is, will you take your own life? IF thing GO MY way you will not BE allow bail, and all OF your bank account will BE taken under the rico act. then you will rote IN prison for life. have fun."
4198,0.8,,not incel,there law treason act sabotag govern elect break feder laws..
4199,0.09375,,not incel,rich land
4200,0,,not incel,tuesday night' victori song
4201,0,,not incel,make puke
4202,0,,not incel,hide
4203,1,,not incel,"newt, thank look best interest country. If megan apolog you, I her. she tri rebound trump get debate. It would honor meet person. someon ask megan way cast vote hillary. I almost guarante that."
4204,0,,not incel,
4205,0,,not incel,
4206,0.059959629,,not incel,hang hillari treason
4207,-0.028571429,,not incel,
4208,0,,not incel,yay. and get lifetim pension serv four year so.
4209,0,,not incel,what IS the rule...no ly
4210,0.237373737,,not incel,love usa....ü?????
4211,0,,not incel,30 year ago. [[photo]]
4212,0,,not incel,ye !!!!!!!!!!!
4213,0,,not incel,gino sanfratello
4214,0,,not incel,"tonia martin, holi sh!t"
4215,0.3,,not incel,Be sure vote for trump early.
4216,0,,not incel,"easi solve. Go back paper ballot vote day...and voting, voter dip thumb ink."
4217,0.041666667,,not incel,
4218,0,,not incel,there way I would let low dirti trash away defense. just I would like see lead example.
4219,0,,not incel,willi lacerda
4220,0,,not incel,tien tran
4221,0,,not incel,jessica merk
4222,0.5,,not incel,more lies. http://www.snopes.com/white-house-cancels-all-obama-appearances/
4223,0.625,,not incel,astonishing!
4224,0,,not incel,that explain lot.
4225,-0.055279982,,not incel,"i'm 100% hillary, post like plain ridiculous. when speak public often does, inevit make slip tongue. i'm suffer alzheim occasion i'll refer someon use wrong something, immedi correct myself, here. what concern u long term effect 2012 concussion. In true sense, brain damag degree. mani suggest wear colostomi bag. other say suffer parkinsons. We know vile temper go unhinged. these thing realli think about. and endless coughing? for maladi common symptom?"
4226,-0.6,,incel,brain dead moron!
4227,-0.216666667,,not incel,she could drop dead I care.
4228,0,,not incel,rigged! war over ! r.i.p. usa ! know this!
4229,0,,not incel,hillari comey scare shitless..
4230,-0.083333333,,not incel,"false! just like everyth trump' mouth, except word assault women, everyon heard. that' reality."
4231,0,,not incel,Go donald trump presid
4232,0.096428571,,not incel,thi shame. the thing famili bill done chanc president. It right. she gotten far. god america need help u
4233,0.6,,not incel,watch & anyth happen honest vote . look cheat go alreadi . check .
4234,0.133333333,,not incel,the hangov IS go TO suck! hahahahahahahhahahahaha [[sticker]]
4235,0,,not incel,liar
4236,0,,not incel,Go trump
4237,0,,not incel,
4238,-0.5,,incel,how dem stand watch law broken? their vote stolen away count dictat party!
4239,0,,not incel,
4240,0.05,,not incel,nice words.
4241,0,,not incel,democrat inaugur ball tix UP TO 95% off [[photo]]
4242,-0.2,,incel,isa bull shit lesbiain 100%
4243,0.1,,not incel,also lock bought control media!
4244,0,,not incel,[[photo]]
4245,0,,not incel,jill segobia
4246,0,,not incel,last time I check tax evas class A felony?
4247,-0.085,,not incel,ryan po
4248,0,,not incel,"wait, I thought tammi duckworth vets?"
4249,0,,not incel,cathi henri
